row_id,station,date,group,landcover,latitude,longitude,openet,eto,y,t_avg,vpd,ws,doy_sin,doy_cos,OpenET,fold,Affine,DirectMLP_noVPD_20260713,DirectMLP_noVPD_20260714,DirectMLP_noVPD_20260715,DirectMLP_noVPD,ResidualMLP_noVPD_20260713,ResidualMLP_noVPD_20260714,ResidualMLP_noVPD_20260715,ResidualMLP_noVPD
10,Almond_High,2016-12-22,Almond_High,Croplands,36.169669,-120.201004,1.0,1.3000001,0.7460636892627982,7.364753124999999,0.2989272229166667,1.2174083991666669,-0.1372787721132651,0.9905324521322229,1.0,8,0.9615139330366487,1.0470317009142531,0.9719728193215782,1.109602615686393,1.042869045307408,1.108180916777384,1.1093744949945235,0.9928846539469314,1.0701466885729463
11,Almond_High,2016-12-29,Almond_High,Croplands,36.169669,-120.201004,1.1,1.9,0.6345462802719719,7.125991666666668,0.2821633208333333,1.0897363956666668,-0.0172133561558352,0.9998518392091162,1.1,8,1.0513282357351834,1.243275868703018,1.0798535265554676,1.066185206331312,1.129771533863266,1.1505919905499373,1.2064522839525558,1.2567579654200136,1.2046007466408355
12,Almond_High,2017-01-06,Almond_High,Croplands,36.169669,-120.201004,1.2,0.6,0.7745127715090868,5.961993395833335,0.2252230208333333,0.9938399749791664,0.1031016974474348,0.9946708199115212,1.2,8,1.1411425384337182,0.8667474702040876,0.9833011154233984,1.040462293111201,0.963503626246229,1.247306220962348,1.1186421528344503,0.9174537728867549,1.094467382227851
13,Almond_High,2017-01-31,Almond_High,Croplands,36.169669,-120.201004,1.1,3.9,0.730425230674694,9.705908333333335,0.2349611666666666,1.0808359443125002,0.5086709438521044,0.8609610158889943,1.1,8,1.0513282357351834,1.0294416331759983,0.9470718490464198,0.8377137181460899,0.9380757334561695,0.8595074120552013,1.06605237203133,0.9830620301060167,0.9695406047308494
14,Almond_High,2017-02-23,Almond_High,Croplands,36.169669,-120.201004,1.8,1.8000001,1.3835112860232868,6.723454166666667,0.3864496083333333,1.5265613006041667,0.8013610881746766,0.5981809144059164,1.8,8,1.6800283546249273,1.4268877260682187,1.4702849516356749,1.2589266455330015,1.3853664410789648,1.612587076927892,1.5003432778763068,1.3341523997831763,1.482360918195792
15,Almond_High,2017-02-24,Almond_High,Croplands,36.169669,-120.201004,1.9,4.3,1.1086171742527675,5.946418125,0.3494167583333335,1.3325013221041666,0.8115390590073611,0.5842981736283683,1.9,8,1.769842657323462,1.1318894997083149,1.2937066303179128,1.153161202937064,1.192919110987764,1.3122725488845277,1.0968411185245885,1.3736179589602564,1.2609105421231241
16,Almond_High,2017-03-03,Almond_High,Croplands,36.169669,-120.201004,2.7,5.8,1.0078822036738566,12.01881875,0.5572786208333333,1.2927860154166664,0.8758917051442429,0.4825077417612184,2.7,8,2.488357078911741,2.4309278126352196,2.508888329569764,2.4935732591384756,2.4777964671144868,2.2728125629487375,2.2387040217512695,2.529272521896728,2.3469297021989117
17,Almond_High,2017-03-11,Almond_High,Croplands,36.169669,-120.201004,3.0,1.7,1.9809003588611809,16.372262500000005,0.6599561083333333,1.5581869491458331,0.9338372288229252,0.3576982388331254,3.0,8,2.757799987007345,2.9893118120592272,3.156855320818585,2.572349262971829,2.90617213194988,3.10794900895766,2.813056864550611,2.429081455764642,2.783362443090971
18,Almond_High,2017-03-12,Almond_High,Croplands,36.169669,-120.201004,3.1,1.9,2.4953248847498704,16.399347916666667,0.813547325,1.732685695979166,0.9398560579418954,0.3415707691678556,3.1,8,2.8476142897058803,3.0549249616198786,3.2751923016574005,2.69290217854627,3.007673147274516,3.16569266515811,2.8950378246713266,2.570726421823641,2.8771523038843596
19,Almond_High,2017-03-27,Almond_High,Croplands,36.169669,-120.201004,3.4,4.2000003,4.112729388671909,13.74519583333334,0.6225635895833332,2.060644960374999,0.995918996147179,0.0902516100310411,3.4,8,3.1170571978014845,2.6463394363196175,2.7831277011911566,2.9101583445059562,2.7798751606722436,2.790087209794253,2.862587711141047,2.7118775217351105,2.7881841475568034
20,Almond_High,2017-03-28,Almond_High,Croplands,36.169669,-120.201004,3.6,1.7,4.323831949820361,14.392479166666668,0.8418673729166666,2.0895961094791664,0.9973249731081556,0.0730951298980777,3.6,8,3.296685803198554,4.003264603297995,4.057790184628327,3.012863702160958,3.6913061633624267,3.9108074117968967,3.491749292584308,3.2493668260567583,3.550641176812654
21,Almond_High,2017-04-04,Almond_High,Croplands,36.169669,-120.201004,4.7,1.0,4.234829542600416,16.76101041666666,1.314392175,1.3375048921875,0.9988797155850336,-0.0473213883224318,4.7,8,4.2846431328824375,4.744381128269941,5.236073072976097,4.371991322682824,4.784148507976288,4.862418015507216,4.576947654466647,4.166559553109492,4.535308407694452
22,Almond_High,2017-04-12,Almond_High,Croplands,36.169669,-120.201004,4.5,5.2000003,4.4568310151623685,17.912104166666666,0.9484973541666668,2.2777046603541664,0.9829265519799822,-0.18399835165768,4.5,8,4.105014527485368,3.808630541219281,4.019681355219543,4.207301228022831,4.011871041487218,3.816103479914343,3.9119679981813023,3.911383542157756,3.879818340084467
23,Almond_High,2017-04-13,Almond_High,Croplands,36.169669,-120.201004,3.8,3.3,4.580849250362876,15.213375,0.7698915729166664,1.839295051625,0.97961369164549,-0.200890555130635,3.8,8,3.4763144085956235,3.700657278518408,3.442257653617385,3.426461958859034,3.523125630331609,3.86313454409495,3.56473055717546,3.5938856639217183,3.6739169217307093
24,Almond_High,2017-04-20,Almond_High,Croplands,36.169669,-120.201004,5.1,4.5,5.092514950837415,15.788579166666665,0.8741434291666667,2.48424922975,0.9483615800121716,-0.3171912885891061,5.1,8,4.643900343676576,4.225118103849804,4.342181947629511,4.3380986669133375,4.301799572797551,4.345179951848449,4.207585473869003,4.025509040850514,4.192758155522655
