date,site_id,openet_et_mm,eto_mm,ndvi,measured_et_mm,t_min_c,t_max_c,t_avg_c,vpd_kpa,wind_m_s,station_latitude,station_longitude
2008-06-21,US-Aud,1.700000,7.600000,,0.268162,18.850000,36.950000,27.900000,3.780000,2.400000,31.590730,-110.510380
2008-06-22,US-Aud,1.000000,8.000000,,0.206123,19.950000,36.150000,28.050000,3.490000,2.900000,31.590730,-110.510380
2008-06-29,US-Aud,2.100000,7.500000,,1.662256,17.850000,34.850000,26.350000,2.890000,2.900000,31.590730,-110.510380
2008-06-30,US-Aud,2.400000,7.600000,,2.158311,19.350000,32.450000,25.900000,2.380000,3.600000,31.590730,-110.510380
2008-07-15,US-Aud,2.900000,5.000000,,3.671457,17.550000,29.850000,23.700000,1.130000,3.000000,31.590730,-110.510380
2008-07-31,US-Aud,3.500000,7.500000,,4.473404,18.350000,33.650000,26.000000,2.300000,4.400000,31.590730,-110.510380
2008-08-01,US-Aud,3.600000,7.100000,,4.269967,20.050000,34.650000,27.350000,2.450000,3.200000,31.590730,-110.510380
2008-09-17,US-Aud,2.300000,4.300000,,0.917889,12.550000,26.950000,19.750000,1.140000,2.100000,31.590730,-110.510380
2008-09-18,US-Aud,1.600000,4.600000,,1.071474,11.250000,27.450000,19.350000,1.160000,2.900000,31.590730,-110.510380
2008-09-25,US-Aud,2.100000,5.700000,,0.525417,11.950000,27.650000,19.800000,1.410000,5.200000,31.590730,-110.510380
2008-10-04,US-Aud,1.800000,5.600000,,0.271527,8.850000,25.150000,17.000000,1.210000,6.800000,31.590730,-110.510380
2008-10-12,US-Aud,1.900000,3.600000,,0.737984,6.650000,20.250000,13.450000,0.780000,4.400000,31.590730,-110.510380
2008-10-27,US-Aud,1.200000,6.700000,,0.090693,10.150000,25.550000,17.850000,1.720000,7.100000,31.590730,-110.510380
2008-10-28,US-Aud,0.900000,4.900000,,0.101784,6.250000,27.750000,17.000000,1.710000,3.700000,31.590730,-110.510380
2008-11-04,US-Aud,0.700000,4.000000,,0.161222,6.550000,21.250000,13.900000,0.880000,6.000000,31.590730,-110.510380
2008-11-05,US-Aud,0.900000,3.300000,,0.102235,2.350000,18.650000,10.500000,0.840000,4.000000,31.590730,-110.510380
2008-11-12,US-Aud,0.500000,3.200000,,0.072126,-0.450000,17.950000,8.750000,0.900000,3.600000,31.590730,-110.510380
2008-11-13,US-Aud,0.600000,3.900000,,0.072904,3.750000,23.250000,13.500000,1.400000,3.200000,31.590730,-110.510380
2008-11-20,US-Aud,0.400000,3.100000,,0.070489,7.150000,23.950000,15.550000,1.760000,2.100000,31.590730,-110.510380
2008-11-21,US-Aud,0.700000,4.400000,,0.078250,2.750000,20.750000,11.750000,1.260000,4.800000,31.590730,-110.510380
2009-02-01,US-Aud,0.600000,3.600000,,0.144445,0.650000,18.050000,9.350000,1.100000,3.400000,31.590730,-110.510380
2009-02-24,US-Aud,0.600000,4.600000,,0.139098,8.050000,25.850000,16.950000,1.800000,2.800000,31.590730,-110.510380
2009-02-25,US-Aud,0.100000,5.500000,,0.175147,8.250000,26.350000,17.300000,1.860000,3.900000,31.590730,-110.510380
2009-03-12,US-Aud,1.000000,4.400000,,0.311344,1.250000,17.350000,9.300000,0.920000,4.600000,31.590730,-110.510380
2009-03-13,US-Aud,0.700000,3.600000,,0.218616,-1.150000,17.150000,8.000000,0.890000,2.500000,31.590730,-110.510380
2009-03-21,US-Aud,0.200000,6.000000,,0.163079,6.450000,24.350000,15.400000,1.560000,4.600000,31.590730,-110.510380
2009-03-28,US-Aud,1.100000,4.800000,,0.130083,-1.050000,20.250000,9.600000,1.340000,2.700000,31.590730,-110.510380
2009-03-29,US-Aud,0.400000,6.400000,,0.136503,2.050000,20.850000,11.450000,1.380000,6.100000,31.590730,-110.510380
2009-04-13,US-Aud,1.000000,5.400000,,0.315998,4.350000,24.850000,14.600000,1.560000,2.500000,31.590730,-110.510380
2009-04-14,US-Aud,0.200000,7.100000,,0.248304,8.250000,23.350000,15.800000,1.570000,6.400000,31.590730,-110.510380
2009-04-21,US-Aud,1.100000,7.600000,,0.194320,11.950000,31.150000,21.550000,2.790000,3.500000,31.590730,-110.510380
2009-04-29,US-Aud,0.500000,7.100000,,0.178948,7.850000,26.850000,17.350000,2.070000,3.700000,31.590730,-110.510380
2009-04-30,US-Aud,1.200000,7.000000,,0.147580,7.450000,27.850000,17.650000,2.160000,3.300000,31.590730,-110.510380
2009-05-15,US-Aud,0.900000,7.100000,,0.118381,12.850000,30.450000,21.650000,2.390000,2.800000,31.590730,-110.510380
2009-05-16,US-Aud,1.100000,6.700000,,0.154092,12.950000,31.550000,22.250000,2.540000,2.200000,31.590730,-110.510380
2009-05-23,US-Aud,2.000000,5.600000,,0.683080,11.050000,26.350000,18.700000,1.610000,2.600000,31.590730,-110.510380
2009-05-31,US-Aud,0.800000,7.700000,,0.226676,10.450000,28.350000,19.400000,2.210000,3.800000,31.590730,-110.510380
2009-06-01,US-Aud,0.700000,7.400000,,0.226354,11.450000,28.550000,20.000000,2.280000,3.400000,31.590730,-110.510380
2009-06-08,US-Aud,0.600000,8.100000,,0.234786,9.950000,28.150000,19.050000,2.010000,5.000000,31.590730,-110.510380
2009-06-16,US-Aud,0.800000,8.400001,,0.229618,11.550000,29.050000,20.300000,2.200000,5.000000,31.590730,-110.510380
2009-06-17,US-Aud,0.700000,8.500000,,0.243599,12.550000,29.250000,20.900000,2.130000,5.500000,31.590730,-110.510380
2009-07-11,US-Aud,4.500000,7.000000,,1.456272,18.850000,33.950000,26.400000,2.600000,2.900000,31.590730,-110.510380
2009-07-18,US-Aud,1.600000,7.600000,,1.600423,21.050000,34.650000,27.850000,2.660000,3.600000,31.590730,-110.510380
2009-07-19,US-Aud,2.200000,7.000000,,2.262551,20.950000,34.550000,27.750000,2.550000,2.900000,31.590730,-110.510380
2009-07-26,US-Aud,3.400000,6.700000,,3.421387,18.850000,33.650000,26.250000,1.900000,3.600000,31.590730,-110.510380
2009-07-27,US-Aud,3.400000,7.700000,,3.091240,19.550000,34.850000,27.200000,2.470000,4.200000,31.590730,-110.510380
2009-08-03,US-Aud,3.700000,7.600000,,2.063781,19.250000,34.450000,26.850000,2.630000,3.800000,31.590730,-110.510380
2009-08-04,US-Aud,2.700000,7.500000,,1.412483,18.750000,34.650000,26.700000,2.340000,3.900000,31.590730,-110.510380
2009-08-28,US-Aud,2.700000,7.100000,,2.201899,20.050000,34.150000,27.100000,2.970000,3.300000,31.590730,-110.510380
2009-09-04,US-Aud,2.700000,5.100000,,2.558247,15.250000,30.150000,22.700000,1.290000,2.800000,31.590730,-110.510380
2009-09-20,US-Aud,1.800000,5.500000,,1.329638,14.150000,28.750000,21.450000,1.540000,4.000000,31.590730,-110.510380
2009-09-21,US-Aud,1.700000,5.900000,,1.260298,14.250000,30.050000,22.150000,1.900000,3.800000,31.590730,-110.510380
2009-09-28,US-Aud,1.400000,6.700000,,0.767822,15.250000,31.250000,23.250000,2.600000,3.900000,31.590730,-110.510380
2009-09-29,US-Aud,1.300000,7.200000,,0.752268,15.150000,30.550000,22.850000,2.250000,5.300000,31.590730,-110.510380
2009-10-14,US-Aud,1.000000,4.300000,,0.280688,8.550000,26.050000,17.300000,1.370000,3.000000,31.590730,-110.510380
2009-10-15,US-Aud,1.100000,4.700000,,0.259491,10.050000,28.650000,19.350000,1.880000,2.800000,31.590730,-110.510380
2009-10-22,US-Aud,1.100000,3.800000,,0.224692,7.050000,23.050000,15.050000,1.470000,2.400000,31.590730,-110.510380
2009-10-23,US-Aud,0.700000,4.700000,,0.181140,7.550000,23.650000,15.600000,1.640000,3.400000,31.590730,-110.510380
2009-10-30,US-Aud,0.600000,3.300000,,0.213326,-3.150000,14.750000,5.800000,0.910000,3.200000,31.590730,-110.510380
2009-10-31,US-Aud,1.000000,5.000000,,0.159813,2.350000,22.450000,12.400000,1.490000,4.500000,31.590730,-110.510380
2009-11-08,US-Aud,0.400000,3.300000,,0.078798,8.250000,22.850000,15.550000,1.300000,2.600000,31.590730,-110.510380
2009-11-16,US-Aud,0.500000,4.300000,,0.063597,-0.950000,18.350000,8.700000,1.120000,4.900000,31.590730,-110.510380
2009-11-23,US-Aud,0.600000,2.800000,,0.078986,2.450000,18.650000,10.550000,1.120000,2.400000,31.590730,-110.510380
2009-11-24,US-Aud,0.500000,3.200000,,0.094271,1.450000,19.150000,10.300000,1.120000,3.100000,31.590730,-110.510380
2009-12-10,US-Aud,0.300000,1.900000,,0.184421,-3.450000,12.950000,4.750000,0.520000,3.100000,31.590730,-110.510380
2010-03-15,US-Aud,1.400000,4.200000,,0.586814,-0.050000,15.550000,7.750000,0.800000,5.000000,31.590730,-110.510380
2010-04-08,US-Aud,0.900000,7.000000,,0.813653,3.650000,25.250000,14.450000,1.800000,4.600000,31.590730,-110.510380
2010-04-09,US-Aud,0.700000,6.600000,,0.827065,4.050000,24.650000,14.350000,1.740000,4.100000,31.590730,-110.510380
2010-04-17,US-Aud,2.100000,5.800000,,1.090971,8.550000,26.250000,17.400000,1.790000,2.600000,31.590730,-110.510380
2010-04-25,US-Aud,1.900000,6.200000,,1.700709,6.250000,24.050000,15.150000,1.580000,3.400000,31.590730,-110.510380
2010-11-10,US-Aud,0.600000,3.700000,,0.117325,-0.650000,18.850000,9.100000,1.170000,3.500000,31.590730,-110.510380
2010-11-11,US-Aud,0.900000,3.100000,,0.054065,-0.750000,16.150000,7.700000,0.840000,3.600000,31.590730,-110.510380
2010-11-18,US-Aud,0.500000,3.700000,,0.054859,2.050000,21.750000,11.900000,1.390000,3.100000,31.590730,-110.510380
2010-11-19,US-Aud,0.500000,4.300000,,0.066901,4.750000,21.350000,13.050000,1.440000,4.000000,31.590730,-110.510380
2010-11-26,US-Aud,0.500000,3.500000,,0.043409,-4.950000,14.950000,5.000000,0.880000,4.600000,31.590730,-110.510380
2011-01-13,US-Aud,0.700000,3.200000,,0.109749,-2.050000,18.350000,8.150000,1.010000,3.400000,31.590730,-110.510380
2011-01-14,US-Aud,0.300000,3.100000,,0.111766,0.150000,18.150000,9.150000,1.060000,3.100000,31.590730,-110.510380
2011-01-30,US-Aud,0.500000,3.600000,,0.099477,-2.250000,17.250000,7.500000,1.000000,3.700000,31.590730,-110.510380
2011-02-06,US-Aud,1.400000,3.400000,,0.111112,-3.550000,15.250000,5.850000,0.810000,4.100000,31.590730,-110.510380
2011-02-07,US-Aud,0.500000,3.700000,,0.092508,-3.050000,18.050000,7.500000,1.050000,3.600000,31.590730,-110.510380
2011-02-14,US-Aud,0.400000,4.200000,,0.079371,2.750000,23.850000,13.300000,1.750000,2.700000,31.590730,-110.510380
2011-02-15,US-Aud,0.300000,4.100000,,0.074072,4.350000,24.150000,14.250000,1.810000,2.400000,31.590730,-110.510380
2011-02-22,US-Aud,0.200000,3.000000,,0.092514,-3.950000,15.150000,5.600000,0.650000,3.500000,31.590730,-110.510380
2011-03-02,US-Aud,0.500000,5.100000,,0.270975,2.950000,24.850000,13.900000,1.730000,3.200000,31.590730,-110.510380
2011-03-03,US-Aud,0.700000,4.900000,,0.212959,5.250000,23.750000,14.500000,1.580000,3.300000,31.590730,-110.510380
2011-03-10,US-Aud,0.300000,6.500000,,0.128803,3.250000,27.550000,15.400000,2.100000,4.100000,31.590730,-110.510380
2011-03-11,US-Aud,0.400000,5.600000,,0.130485,8.050000,26.950000,17.500000,2.070000,3.200000,31.590730,-110.510380
2011-03-19,US-Aud,0.500000,5.900000,,0.101421,5.450000,24.350000,14.900000,1.620000,4.100000,31.590730,-110.510380
2011-03-26,US-Aud,0.800000,5.100000,,0.090897,1.450000,22.050000,11.750000,1.290000,3.400000,31.590730,-110.510380
2011-04-03,US-Aud,0.700000,7.600000,,0.153173,7.950000,25.250000,16.600000,1.750000,6.500000,31.590730,-110.510380
2011-04-04,US-Aud,0.500000,6.300000,,0.122722,3.850000,25.550000,14.700000,1.660000,4.000000,31.590730,-110.510380
2011-04-11,US-Aud,0.700000,6.900000,,0.321044,-2.950000,25.050000,11.050000,1.610000,4.700000,31.590730,-110.510380
2011-04-12,US-Aud,0.700000,6.700000,,0.200927,3.150000,25.750000,14.450000,1.830000,3.900000,31.590730,-110.510380
2011-04-19,US-Aud,0.800000,7.400000,,0.039575,6.150000,27.550000,16.850000,1.780000,5.100000,31.590730,-110.510380
2011-04-20,US-Aud,1.500000,7.000000,,0.138164,6.250000,28.250000,17.250000,1.870000,4.000000,31.590730,-110.510380
2011-04-27,US-Aud,0.800000,7.700000,,0.127332,4.550000,26.750000,15.650000,1.880000,5.100000,31.590730,-110.510380
2011-04-28,US-Aud,0.400000,7.200000,,0.136431,7.650000,30.350000,19.000000,2.420000,3.200000,31.590730,-110.510380
2011-05-05,US-Aud,1.300000,7.400000,,0.129434,10.150000,30.750000,20.450000,2.670000,3.100000,31.590730,-110.510380
2011-05-06,US-Aud,1.300000,7.400000,,0.147620,9.750000,31.050000,20.400000,2.660000,3.000000,31.590730,-110.510380
2011-05-13,US-Aud,0.900000,8.000000,,0.119886,7.650000,31.150000,19.400000,2.600000,3.500000,31.590730,-110.510380
2011-05-14,US-Aud,1.100000,8.200000,,0.123530,7.450000,28.250000,17.850000,2.210000,4.600000,31.590730,-110.510380
2011-05-21,US-Aud,0.900000,6.600000,,0.132196,5.350000,27.550000,16.450000,1.910000,2.800000,31.590730,-110.510380
2011-05-22,US-Aud,0.200000,7.600000,,0.084290,6.950000,27.550000,17.250000,2.010000,4.100000,31.590730,-110.510380
2011-05-29,US-Aud,0.400000,9.400001,,0.193202,10.250000,28.950000,19.600000,2.090000,7.100000,31.590730,-110.510380
2011-05-30,US-Aud,0.700000,7.800000,,0.157248,5.650000,26.450000,16.050000,1.610000,5.800000,31.590730,-110.510380
2011-06-06,US-Aud,0.400000,9.100000,,0.141142,13.750000,33.850000,23.800000,2.990000,4.300000,31.590730,-110.510380
2011-06-07,US-Aud,0.700000,8.900001,,0.225408,11.650000,33.150000,22.400000,2.820000,4.300000,31.590730,-110.510380
2011-06-14,US-Aud,1.200000,9.000000,,0.148889,12.650000,35.450000,24.050000,3.310000,3.800000,31.590730,-110.510380
2011-06-15,US-Aud,1.000000,9.200000,,0.203605,13.550000,36.250000,24.900000,3.420000,3.800000,31.590730,-110.510380
2011-06-22,US-Aud,1.500000,8.800000,,0.149998,15.250000,37.850000,26.550000,3.930000,3.200000,31.590730,-110.510380
2011-06-23,US-Aud,1.300000,9.700000,,0.108789,15.750000,37.150000,26.450000,3.650000,4.200000,31.590730,-110.510380
2011-06-30,US-Aud,2.000000,7.500000,,0.578116,19.050000,35.650000,27.350000,3.050000,2.900000,31.590730,-110.510380
2011-07-01,US-Aud,3.400000,8.400001,,1.627340,18.350000,36.950000,27.650000,3.620000,3.400000,31.590730,-110.510380
2011-07-16,US-Aud,1.700000,6.700000,,0.882395,16.250000,35.750000,26.000000,3.370000,2.100000,31.590730,-110.510380
2011-08-01,US-Aud,3.600000,5.900000,,3.539092,18.950000,32.950000,25.950000,1.700000,2.800000,31.590730,-110.510380
2011-08-02,US-Aud,2.700000,6.700000,,3.969172,18.850000,35.150000,27.000000,2.140000,2.800000,31.590730,-110.510380
2011-08-17,US-Aud,3.300000,5.700000,,2.999821,17.850000,34.550000,26.200000,1.820000,2.100000,31.590730,-110.510380
2011-08-18,US-Aud,2.900000,6.000000,,2.734698,19.250000,34.350000,26.800000,1.930000,3.000000,31.590730,-110.510380
2011-09-02,US-Aud,2.300000,6.400000,,1.786989,17.850000,34.150000,26.000000,2.400000,2.900000,31.590730,-110.510380
2011-09-03,US-Aud,2.300000,7.000000,,1.291275,16.250000,34.350000,25.300000,2.340000,4.000000,31.590730,-110.510380
2011-09-10,US-Aud,2.700000,5.900000,,2.306707,14.850000,30.050000,22.450000,1.580000,4.300000,31.590730,-110.510380
2011-09-11,US-Aud,2.300000,5.300000,,2.485206,14.950000,29.850000,22.400000,1.540000,3.100000,31.590730,-110.510380
2011-09-18,US-Aud,1.900000,4.900000,,1.579071,10.850000,28.850000,19.850000,1.580000,2.300000,31.590730,-110.510380
2011-09-19,US-Aud,1.600000,5.700000,,1.256695,12.050000,31.750000,21.900000,2.410000,2.500000,31.590730,-110.510380
2016-08-14,US-Bi1,6.700000,7.900000,,5.498393,13.750000,36.250000,25.000000,2.730000,3.400000,38.099154,-121.499330
2016-08-22,US-Bi1,2.600000,6.200000,,2.601407,14.550000,29.650000,22.100000,1.640000,3.600000,38.099154,-121.499330
2016-08-30,US-Bi1,3.900000,6.600000,,4.502668,16.050000,32.150000,24.100000,1.970000,3.700000,38.099154,-121.499330
2016-08-31,US-Bi1,3.600000,6.400000,,4.191130,14.250000,30.150000,22.200000,1.620000,4.100000,38.099154,-121.499330
2016-09-07,US-Bi1,4.100000,6.500000,,4.461180,13.150000,35.650000,24.400000,2.410000,2.700000,38.099154,-121.499330
2016-09-15,US-Bi1,3.600000,5.200000,,4.571205,10.250000,30.550000,20.400000,1.870000,2.700000,38.099154,-121.499330
2016-09-16,US-Bi1,3.900000,5.500000,,4.093536,10.750000,31.950000,21.350000,2.110000,2.600000,38.099154,-121.499330
2016-09-23,US-Bi1,3.300000,5.400000,,4.326078,10.250000,27.850000,19.050000,1.500000,3.600000,38.099154,-121.499330
2016-10-01,US-Bi1,1.600000,4.400000,,2.097714,9.650000,25.050000,17.350000,1.220000,3.600000,38.099154,-121.499330
2016-10-09,US-Bi1,2.100000,4.400000,,2.680991,9.550000,31.650000,20.600000,2.040000,2.200000,38.099154,-121.499330
2016-10-18,US-Bi1,2.200000,3.000000,,3.399021,8.950000,22.450000,15.700000,0.920000,3.500000,38.099154,-121.499330
2016-11-02,US-Bi1,1.400000,1.800000,,2.369471,7.850000,21.150000,14.500000,0.680000,1.700000,38.099154,-121.499330
2016-11-03,US-Bi1,1.600000,1.800000,,2.348736,7.150000,22.550000,14.850000,0.700000,1.300000,38.099154,-121.499330
2016-11-18,US-Bi1,1.000000,1.900000,,1.238231,1.850000,18.250000,10.050000,0.340000,2.700000,38.099154,-121.499330
2016-12-04,US-Bi1,0.500000,1.000000,,0.741246,0.550000,15.250000,7.900000,0.310000,1.500000,38.099154,-121.499330
2016-12-20,US-Bi1,0.600000,0.900000,,0.581522,-1.050000,14.050000,6.500000,0.330000,1.200000,38.099154,-121.499330
2016-12-21,US-Bi1,0.500000,0.800000,,0.511706,0.550000,15.650000,8.100000,0.450000,1.100000,38.099154,-121.499330
2016-12-28,US-Bi1,0.600000,0.800000,,0.608916,-0.750000,14.650000,6.950000,0.430000,0.900000,38.099154,-121.499330
2017-01-05,US-Bi1,0.600000,0.600000,,1.691247,-0.350000,11.350000,5.500000,0.100000,2.800000,38.099154,-121.499330
2017-01-06,US-Bi1,0.500000,0.700000,,0.683100,-1.250000,9.150000,3.950000,0.260000,1.500000,38.099154,-121.499330
2017-01-13,US-Bi1,0.700000,1.200000,,1.346668,2.850000,15.250000,9.050000,0.450000,2.000000,38.099154,-121.499330
2017-02-14,US-Bi1,1.200000,1.400000,,1.494427,4.850000,20.750000,12.800000,0.620000,0.800000,38.099154,-121.499330
2017-02-22,US-Bi1,2.100000,1.600000,,3.184346,3.250000,13.850000,8.550000,0.320000,3.200000,38.099154,-121.499330
2017-03-02,US-Bi1,2.000000,2.100000,,1.956521,1.150000,20.650000,10.900000,0.720000,0.900000,38.099154,-121.499330
2017-03-27,US-Bi1,3.300000,3.200000,,4.757096,6.750000,19.450000,13.100000,0.590000,3.100000,38.099154,-121.499330
2017-04-03,US-Bi1,4.700000,4.900000,,6.366405,7.550000,24.550000,16.050000,1.100000,3.400000,38.099154,-121.499330
2017-04-19,US-Bi1,3.700000,3.900000,,5.235733,7.450000,21.350000,14.400000,0.640000,2.700000,38.099154,-121.499330
2017-04-27,US-Bi1,2.800000,4.600000,,2.617793,8.450000,23.950000,16.200000,0.790000,3.700000,38.099154,-121.499330
2017-04-28,US-Bi1,4.100000,5.800000,,3.211408,9.850000,23.650000,16.750000,1.140000,4.800000,38.099154,-121.499330
2017-05-05,US-Bi1,5.400000,4.800000,,6.168864,10.050000,24.550000,17.300000,0.640000,4.600000,38.099154,-121.499330
2017-05-13,US-Bi1,5.800000,5.200000,,6.405572,6.650000,21.650000,14.150000,0.890000,3.900000,38.099154,-121.499330
2017-05-14,US-Bi1,5.000000,5.200000,,6.425272,7.750000,22.350000,15.050000,0.950000,3.600000,38.099154,-121.499330
2017-05-21,US-Bi1,7.100000,6.400000,,7.228444,13.350000,35.650000,24.500000,2.260000,1.500000,38.099154,-121.499330
2017-05-29,US-Bi1,4.000000,5.400000,,1.798668,12.450000,26.450000,19.450000,0.960000,3.600000,38.099154,-121.499330
2017-05-30,US-Bi1,3.300000,5.300000,,1.903128,12.350000,25.050000,18.700000,0.900000,4.100000,38.099154,-121.499330
2017-06-06,US-Bi1,5.300000,6.900000,,5.533477,11.850000,30.850000,21.350000,1.520000,3.800000,38.099154,-121.499330
2017-06-14,US-Bi1,6.800000,7.400000,,8.364615,12.950000,32.350000,22.650000,1.800000,3.500000,38.099154,-121.499330
2017-06-15,US-Bi1,7.200000,7.500000,,8.542984,13.650000,33.150000,23.400000,1.860000,4.000000,38.099154,-121.499330
2017-06-22,US-Bi1,8.700000,8.700000,,9.195385,20.650000,41.150000,30.900000,3.120000,3.300000,38.099154,-121.499330
2017-06-30,US-Bi1,3.600000,7.200000,,2.956434,13.050000,31.050000,22.050000,1.600000,4.000000,38.099154,-121.499330
2017-07-01,US-Bi1,3.300000,6.700000,,3.315237,13.150000,30.550000,21.850000,1.340000,3.800000,38.099154,-121.499330
2017-07-08,US-Bi1,6.200000,9.800000,,7.610824,16.550000,38.650000,27.600000,3.130000,4.400000,38.099154,-121.499330
2017-07-16,US-Bi1,6.800000,9.500000,,8.535641,18.850000,39.750000,29.300000,3.510000,3.900000,38.099154,-121.499330
2017-07-17,US-Bi1,6.900000,9.500000,,7.985520,15.850000,36.850000,26.350000,2.970000,4.600000,38.099154,-121.499330
2017-07-24,US-Bi1,5.600000,6.900000,,2.930651,14.650000,30.850000,22.750000,1.590000,4.100000,38.099154,-121.499330
2017-08-01,US-Bi1,2.800000,8.500000,,3.109121,16.850000,38.550000,27.700000,3.090000,3.700000,38.099154,-121.499330
2017-08-09,US-Bi1,3.100000,6.200000,,3.300956,15.250000,29.850000,22.550000,1.280000,4.700000,38.099154,-121.499330
2017-08-17,US-Bi1,4.500000,6.200000,,4.007525,15.850000,31.650000,23.750000,1.660000,3.400000,38.099154,-121.499330
2017-08-18,US-Bi1,4.600000,6.800000,,4.092646,16.050000,32.650000,24.350000,1.810000,4.000000,38.099154,-121.499330
2017-08-25,US-Bi1,3.400000,6.600000,,2.495690,13.250000,34.050000,23.650000,2.110000,3.100000,38.099154,-121.499330
2017-09-02,US-Bi1,2.000000,6.800000,,2.398972,18.350000,40.950000,29.650000,3.880000,2.200000,38.099154,-121.499330
2017-09-03,US-Bi1,3.000000,8.000000,,2.579555,20.850000,39.750000,30.300000,3.750000,4.100000,38.099154,-121.499330
2017-09-10,US-Bi1,2.200000,5.900000,,3.074146,15.350000,37.050000,26.200000,2.690000,2.300000,38.099154,-121.499330
2017-09-19,US-Bi1,3.300000,4.600000,,2.928924,13.250000,26.150000,19.700000,1.220000,3.500000,38.099154,-121.499330
2017-09-26,US-Bi1,2.600000,5.800000,,2.873849,10.750000,33.450000,22.100000,2.510000,2.900000,38.099154,-121.499330
2017-10-04,US-Bi1,1.400000,4.100000,,1.313867,6.450000,27.450000,16.950000,1.790000,2.200000,38.099154,-121.499330
2017-10-05,US-Bi1,1.300000,4.400000,,1.441479,6.750000,29.350000,18.050000,1.990000,2.300000,38.099154,-121.499330
2017-10-12,US-Bi1,1.600000,4.600000,,1.585580,6.150000,24.750000,15.450000,1.620000,3.400000,38.099154,-121.499330
2017-10-21,US-Bi1,1.500000,2.800000,,1.813627,5.950000,21.750000,13.850000,0.890000,2.500000,38.099154,-121.499330
2017-10-28,US-Bi1,1.600000,3.200000,,1.802496,8.550000,29.850000,19.200000,1.700000,1.900000,38.099154,-121.499330
2017-11-05,US-Bi1,1.200000,1.600000,,1.958633,4.150000,16.350000,10.250000,0.450000,2.500000,38.099154,-121.499330
2017-11-06,US-Bi1,1.000000,1.700000,,1.375084,2.750000,18.250000,10.500000,0.580000,2.200000,38.099154,-121.499330
2017-11-13,US-Bi1,1.000000,1.300000,,1.699250,9.150000,20.650000,14.900000,0.610000,1.500000,38.099154,-121.499330
2017-11-29,US-Bi1,0.800000,1.200000,,1.338893,2.750000,17.450000,10.100000,0.460000,2.000000,38.099154,-121.499330
2017-12-07,US-Bi1,0.800000,1.500000,,1.105254,-1.250000,18.750000,8.750000,0.760000,1.600000,38.099154,-121.499330
2017-12-08,US-Bi1,1.000000,1.200000,,0.888711,0.450000,17.750000,9.100000,0.710000,1.400000,38.099154,-121.499330
2018-01-25,US-Bi1,1.100000,1.100000,,1.582470,4.050000,13.350000,8.700000,0.270000,2.700000,38.099154,-121.499330
2018-02-01,US-Bi1,1.000000,1.700000,,1.069904,6.650000,21.750000,14.200000,0.700000,1.700000,38.099154,-121.499330
2018-02-09,US-Bi1,1.300000,2.100000,,1.538606,4.850000,24.050000,14.450000,0.890000,1.600000,38.099154,-121.499330
2018-02-10,US-Bi1,1.300000,2.800000,,3.098832,4.650000,21.250000,12.950000,0.780000,3.800000,38.099154,-121.499330
2018-02-17,US-Bi1,1.300000,1.800000,,1.780680,1.750000,20.750000,11.250000,0.830000,0.900000,38.099154,-121.499330
2018-02-25,US-Bi1,1.700000,2.600000,,1.938170,2.250000,17.550000,9.900000,0.760000,2.300000,38.099154,-121.499330
2018-03-05,US-Bi1,1.400000,2.400000,,1.719828,0.350000,17.450000,8.900000,0.680000,1.800000,38.099154,-121.499330
2018-03-29,US-Bi1,4.500000,4.300000,,3.705878,8.650000,28.150000,18.400000,1.250000,2.100000,38.099154,-121.499330
2018-04-14,US-Bi1,3.800000,4.400000,,4.408725,6.750000,25.250000,16.000000,1.080000,2.100000,38.099154,-121.499330
2018-04-15,US-Bi1,4.300000,2.800000,,4.565883,8.050000,20.150000,14.100000,0.650000,3.600000,38.099154,-121.499330
2018-04-22,US-Bi1,5.000000,5.400000,,4.542834,9.750000,29.750000,19.750000,1.420000,2.500000,38.099154,-121.499330
2018-05-01,US-Bi1,2.400000,5.100000,,2.469166,8.050000,24.350000,16.200000,1.070000,3.600000,38.099154,-121.499330
2018-05-08,US-Bi1,4.500000,5.800000,,5.226783,10.850000,28.050000,19.450000,1.260000,3.800000,38.099154,-121.499330
2018-05-09,US-Bi1,4.700000,5.600000,,5.207504,11.250000,25.250000,18.250000,1.010000,3.900000,38.099154,-121.499330
2018-05-17,US-Bi1,5.700000,5.700000,,5.245597,8.950000,26.550000,17.750000,1.120000,3.700000,38.099154,-121.499330
2018-05-24,US-Bi1,3.000000,5.100000,,4.314502,11.950000,22.050000,17.000000,0.860000,4.000000,38.099154,-121.499330
2018-06-01,US-Bi1,3.200000,6.900000,,2.862157,8.950000,29.750000,19.350000,1.640000,3.500000,38.099154,-121.499330
2018-06-02,US-Bi1,2.800000,7.800000,,3.600771,12.750000,36.150000,24.450000,2.630000,2.800000,38.099154,-121.499330
2018-06-18,US-Bi1,5.000000,7.300000,,5.378851,13.150000,30.550000,21.850000,1.720000,4.300000,38.099154,-121.499330
2018-06-25,US-Bi1,2.000000,6.900000,,2.099715,13.550000,29.150000,21.350000,1.500000,4.200000,38.099154,-121.499330
2018-07-03,US-Bi1,3.200000,6.900000,,3.144985,13.550000,28.650000,21.100000,1.440000,4.300000,38.099154,-121.499330
2018-07-04,US-Bi1,3.000000,5.700000,,3.221042,12.150000,24.750000,18.450000,0.940000,4.000000,38.099154,-121.499330
