regime,specification,fold,score,inner_fraction,outer_fraction,full_macro_mae,selected_neural_mae,selected_openet_mae,rows,selected_rows
proximity,archived,4,predicted_gain,0.30000000000000004,0.3385518590998043,1.2026151115722532,0.6164562326792904,0.706080136069338,2044,692
proximity,archived,4,predicted_gain,0.4,0.5958904109589042,1.2029399786648747,0.6087005879924757,0.6761577769654623,2044,1218
proximity,archived,4,predicted_gain,0.5,0.5958904109589042,1.2029399786648747,0.6087005879924757,0.6761577769654623,2044,1218
proximity,archived,4,predicted_gain,0.6000000000000001,0.7725048923679061,1.2011752679881247,0.6987803453178341,0.7633929648474053,2044,1579
proximity,archived,4,predicted_gain,0.7000000000000001,0.839041095890411,1.226570338498047,0.7280972954265397,0.7894131499799778,2044,1715
proximity,archived,4,predicted_gain,0.8,0.8825831702544031,1.2647006851835225,0.7479754554793038,0.811768993911179,2044,1804
proximity,archived,4,predicted_gain,0.9,0.9545009784735812,1.2540103781389327,0.7625148270277448,0.8209077611427877,2044,1951
proximity,archived,4,predicted_gain,1.0,1.0,1.2787082832617531,0.7853803678934502,0.8410604089574879,2044,2044
proximity,archived,5,spread,0.0,0.0,0.7433458487488792,,,1301,0
proximity,archived,5,spread,0.1,0.08916218293620293,0.7488828893066616,0.6666253383260428,0.6090232291300013,1301,116
proximity,archived,5,spread,0.2,0.1960030745580323,0.7575373944784017,0.6428721681194268,0.5793044336328169,1301,255
proximity,archived,5,spread,0.30000000000000004,0.29592621060722524,0.7651963193735447,0.6653348419554334,0.5926102431207046,1301,385
proximity,archived,5,spread,0.4,0.39661798616448884,0.7679475146411427,0.6824731127514899,0.6157902204230709,1301,516
proximity,archived,5,spread,0.5,0.5126825518831668,0.7728875786972829,0.6942372716683044,0.6275012795779646,1301,667
proximity,archived,5,spread,0.6000000000000001,0.6210607225211375,0.7795048987837814,0.6903644508566129,0.6333888287497196,1301,808
proximity,archived,5,spread,0.7000000000000001,0.7156033820138356,0.7864298200641736,0.7018147740446123,0.6332716502787806,1301,931
proximity,archived,5,spread,0.8,0.8178324365872406,0.7895595807514186,0.7019492480902699,0.6342196398171801,1301,1064
proximity,archived,5,spread,0.9,0.9223674096848578,0.7839515058708924,0.7124737713994349,0.6468905277255483,1301,1200
proximity,archived,5,spread,1.0,1.0,0.791683535480282,0.7530008708050568,0.6710552438755563,1301,1301
proximity,archived,5,distance,0.0,0.0,0.7433458487488792,,,1301,0
proximity,archived,5,distance,0.1,0.15526518063028438,0.7489815790482365,0.5190189857416513,0.524318385633005,1301,202
proximity,archived,5,distance,0.2,0.26671790930053807,0.7514135233910046,0.566682055244353,0.5668347850611118,1301,347
proximity,archived,5,distance,0.30000000000000004,0.40737893927747887,0.7648257531113776,0.5970273288131539,0.5712391274251861,1301,530
proximity,archived,5,distance,0.4,0.5196003074558032,0.7592547871991435,0.6414284055976561,0.6054823850528394,1301,676
proximity,archived,5,distance,0.5,0.6364335126825519,0.777611851150606,0.6725704288732375,0.6205882232996073,1301,828
proximity,archived,5,distance,0.6000000000000001,0.7140661029976941,0.7815407936827171,0.6758522429031081,0.6154844279064204,1301,929
proximity,archived,5,distance,0.7000000000000001,0.7932359723289777,0.782591932286299,0.6810367455808427,0.6188309385010271,1301,1032
proximity,archived,5,distance,0.8,0.8916218293620292,0.779845364231004,0.6968937213169784,0.6345662041868295,1301,1160
proximity,archived,5,distance,0.9,0.9592621060722522,0.7885316890403559,0.73001729151944,0.6540456592345759,1301,1248
proximity,archived,5,distance,1.0,1.0,0.791683535480282,0.7530008708050568,0.6710552438755563,1301,1301
proximity,archived,5,predicted_gain,0.0,0.0,0.7433458487488792,,,1301,0
proximity,archived,5,predicted_gain,0.1,0.030745580322828592,0.7488619355528824,1.6445691320307199,1.2135062887983494,1301,40
proximity,archived,5,predicted_gain,0.2,0.12375096079938509,0.7709805619707789,1.2811029484150205,0.8980951463221769,1301,161
proximity,archived,5,predicted_gain,0.30000000000000004,0.20599538816295157,0.775997953488681,0.9940466892043007,0.748596797430656,1301,268
proximity,archived,5,predicted_gain,0.4,0.45349730976172176,0.7830238943421125,0.7690172213551577,0.6542593508186317,1301,590
proximity,archived,5,predicted_gain,0.5,0.45349730976172176,0.7830238943421125,0.7690172213551577,0.6542593508186317,1301,590
proximity,archived,5,predicted_gain,0.6000000000000001,0.601076095311299,0.7756122102229418,0.7329197619442259,0.644624011552016,1301,782
proximity,archived,5,predicted_gain,0.7000000000000001,0.6771714066102997,0.7801156887151114,0.726712377637007,0.6486955382778977,1301,881
proximity,archived,5,predicted_gain,0.8,0.8216756341275941,0.785284309966098,0.7093227555570654,0.6423230991963291,1301,1069
proximity,archived,5,predicted_gain,0.9,0.9369715603382014,0.779627746482759,0.7355763787174433,0.6626862314748542,1301,1219
proximity,archived,5,predicted_gain,1.0,1.0,0.791683535480282,0.7530008708050568,0.6710552438755563,1301,1301
proximity,archived,6,spread,0.0,0.0,0.6132449178740166,,,531,0
proximity,archived,6,spread,0.1,0.1016949152542373,0.5938262838424927,0.4748729306734966,0.46033230465890634,531,54
proximity,archived,6,spread,0.2,0.22598870056497175,0.584647092677924,0.5442713190377734,0.513525163431686,531,120
proximity,archived,6,spread,0.30000000000000004,0.327683615819209,0.5908047678585662,0.5398451385288127,0.47971904252892794,531,174
proximity,archived,6,spread,0.4,0.4124293785310734,0.587278767750333,0.5704627663652123,0.5299181609329002,531,219
proximity,archived,6,spread,0.5,0.5028248587570622,0.5921972387911252,0.5724236247405093,0.5334825839285655,531,267
proximity,archived,6,spread,0.6000000000000001,0.6139359698681732,0.5973149175671303,0.5656652826332245,0.521531358884076,531,326
proximity,archived,6,spread,0.7000000000000001,0.696798493408663,0.6140720909916468,0.5781339207858384,0.5260962369615916,531,370
proximity,archived,6,spread,0.8,0.7702448210922788,0.6281362363125077,0.5990237314953668,0.5307665561269771,531,409
proximity,archived,6,spread,0.9,0.8832391713747646,0.6178307065957148,0.6068186833318385,0.5458398695202701,531,469
proximity,archived,6,spread,1.0,1.0,0.6314210453717309,0.6330111282241129,0.5587672564395315,531,531
proximity,archived,6,distance,0.0,0.0,0.6132449178740166,,,531,0
proximity,archived,6,distance,0.1,0.2806026365348399,0.621090222063751,0.554091222130168,0.5382499327194121,531,149
proximity,archived,6,distance,0.2,0.4576271186440678,0.6458736177723593,0.5799224588392636,0.5607451641240491,531,243
proximity,archived,6,distance,0.30000000000000004,0.60075329566855,0.6355108744624335,0.5914312300389388,0.5681093391483981,531,319
proximity,archived,6,distance,0.4,0.711864406779661,0.637556792348115,0.6001479689070613,0.5602490548260814,531,378
proximity,archived,6,distance,0.5,0.8022598870056498,0.633667057398117,0.6147675060349395,0.5548159385089342,531,426
proximity,archived,6,distance,0.6000000000000001,0.8700564971751412,0.629851234390144,0.6190250539218726,0.5517153198788164,531,462
proximity,archived,6,distance,0.7000000000000001,0.9190207156308852,0.6219973377624227,0.6290118874238675,0.5526024619146862,531,488
proximity,archived,6,distance,0.8,0.96045197740113,0.6235428192112386,0.6318284634152724,0.5571688563499049,531,510
proximity,archived,6,distance,0.9,0.9792843691148776,0.6284592947449686,0.6304099264912579,0.5556506520348454,531,520
proximity,archived,6,distance,1.0,1.0,0.6314210453717309,0.6330111282241129,0.5587672564395315,531,531
proximity,archived,6,predicted_gain,0.0,0.0,0.6132449178740166,,,531,0
proximity,archived,6,predicted_gain,0.1,0.11864406779661017,0.6253495576715639,0.7227317476035808,0.7059326551365139,531,63
proximity,archived,6,predicted_gain,0.2,0.2523540489642185,0.6386562885064341,0.747580594224475,0.6156590217946513,531,134
proximity,archived,6,predicted_gain,0.30000000000000004,0.327683615819209,0.615172306717454,0.7070243956000567,0.640146473383662,531,174
proximity,archived,6,predicted_gain,0.4,0.3822975517890772,0.6218449019688531,0.7020237624721878,0.6402425835626937,531,203
proximity,archived,6,predicted_gain,0.5,0.6459510357815442,0.6249449800242896,0.5860648102987657,0.5346962199816975,531,343
proximity,archived,6,predicted_gain,0.6000000000000001,0.6704331450094162,0.631964498214412,0.5948052216588859,0.5378376087794383,531,356
proximity,archived,6,predicted_gain,0.7000000000000001,0.7740112994350282,0.6207318076246878,0.5958364381921316,0.5373847503267201,531,411
proximity,archived,6,predicted_gain,0.8,0.8531073446327684,0.6044979435340015,0.5996038359825011,0.5488153137664213,531,453
proximity,archived,6,predicted_gain,0.9,0.9717514124293786,0.6192391099348671,0.6222764765860781,0.5600846539046825,531,516
proximity,archived,6,predicted_gain,1.0,1.0,0.6314210453717309,0.6330111282241129,0.5587672564395315,531,531
proximity,archived,7,spread,0.0,0.0,0.7239923039672226,,,900,0
proximity,archived,7,spread,0.1,0.13666666666666666,0.7239060165255219,0.47714309115915543,0.460831916642232,900,123
proximity,archived,7,spread,0.2,0.2866666666666667,0.7096273551857261,0.4940020520206659,0.48924286814502055,900,258
proximity,archived,7,spread,0.30000000000000004,0.42444444444444446,0.7023499608776046,0.49361293294359276,0.5060773607595294,900,382
proximity,archived,7,spread,0.4,0.5488888888888889,0.6836531593185508,0.4980283494977208,0.5183815543230038,900,494
proximity,archived,7,spread,0.5,0.6655555555555556,0.6785196785077406,0.5115170306857382,0.5373850826775978,900,599
proximity,archived,7,spread,0.6000000000000001,0.7655555555555555,0.6750230107105276,0.501420354343377,0.5282922007911577,900,689
proximity,archived,7,spread,0.7000000000000001,0.85,0.661759063405939,0.5121200434136227,0.5392353593280002,900,765
proximity,archived,7,spread,0.8,0.91,0.6424909167320599,0.5232651866847171,0.5523364034843214,900,819
proximity,archived,7,spread,0.9,0.9688888888888889,0.6257109346134367,0.5253983479862444,0.5551614482807463,900,872
proximity,archived,7,spread,1.0,1.0,0.6238601684896975,0.5367788731054027,0.5670098410940504,900,900
proximity,archived,7,distance,0.0,0.0,0.7239923039672226,,,900,0
proximity,archived,7,distance,0.1,0.2688888888888889,0.709559325030772,0.5056358288691459,0.5379815943906653,900,242
proximity,archived,7,distance,0.2,0.4266666666666667,0.6927803323479019,0.49457046306002433,0.5570029567684058,900,384
